全国	n	2144003
建设	vn	2107379
连续	a	2077791
收入	n	2073506
董事会	n	2073040
购买	v	2072132
报告	n	2061989
消息	n	2056538
规定	n	2044568
人民币	n	2034377
透露	v	2032314
左右	f	2024471
全球	n	2002639
截至	v	2001093
技术	n	1997555
压力	n	1987443
具有	v	1981338
指出	v	1976678
实施	v	1973523
消费者	n	1961167
决定	v	1953073
集团	n	1953002
上市	v	1949852
有限公司	n	1945461
尽管	c	1943122
下降	v	1937457
近日	t	1932908
建议	n	1932078
股份	n	1922432
参与	v	1916284
能力	n	1907947
为了	p	1904357
上述	b	1878871
现场	s	1876101
增速	n	1867785
近期	t	1863439
同比增长	v	1859187
单位	n	1844430
明显	a	1838793
披露	v	1834216
之一	r	1831425
另外	c	1828429
下跌	v	1817692
行情	n	1815788
形成	v	1807032
所有	b	1805388
得到	v	1803286
当时	t	1802794
召开	v	1801467
赛季	n	1800490
减少	v	1799524
系统	n	1795356
信息	n	1795141
经济	n	1792701
结果	n	1789360
收购	v	1787479
的是	comb	1784357
造成	v	1781113
提出	v	1780051
直接	ad	1776755
介绍	v	1774999
优势	n	1772366
他的	nw	1767859
板块	n	1750029
一直	d	1749167
发行	v	1743478
机会	n	1743057
水平	n	1733053
那么	r	1729600
客户	n	1729220
内容	n	1727686
双方	n	1727277
是否	v	1727146
来自	v	1707778
也有	comb	1701252
这样的	comb	1700021
发生	v	1698988
整体	n	1690904
游戏	n	1686692
公司的	comb	1682088
人员	n	1678491
有望	v	1676531
收益	n	1664735
模式	n	1660872
新的	nt	1659480
会议	n	1657075
参加	v	1656356
重大	a	1652412
非常	d	1649669
分别	d	1647272
我国	n	1646926
其实	d	1645582
更多	ad	1645373
目标	n	1642026
上的	comb	1641741
股权	n	1641204
不是	c	1637346
指数	n	1636990
针对	p	1636313
相比	v	1631169
品牌	n	1630658
同比	n	1626500
期间	f	1623742
公布	v	1622925
推进	v	1621623
俄罗斯	ns	1617709
进行了	comb	1616579
不会	v	1615559
原因	n	1612468
x4	comb	1611316
不能	v	1608554
手机	n	1607638
对此	d	1607198
的人	comb	1607027
将在	comb	1598791
申请	v	1595295
必须	d	1594864
推出	v	1591758
维持	v	1591185
再次	d	1590351
监管	vn	1583182
涨幅	n	1576868
冠军	n	1572259
分析	vn	1565270
宣布	v	1558299
持有	v	1553589
保持	v	1553545
推动	v	1552939
比例	n	1551436
看到	v	1550664
互联网	n	1546667
突破	vn	1545891
面对	v	1544838
管理	vn	1544380
代表	n	1542352
比如	v	1540380
基本	a	1537231
不断	d	1532380
并不	comb	1532025
现金	n	1529808
只是	d	1506832
带来	v	1506304
事件	n	1500949
经过	p	1499245
正式	ad	1496788
本公司	comb	1496616
如何	r	1495804
随后	d	1492999
孩子	n	1489840
今日	t	1484546
最后	f	1483432
不仅	c	1475684
估值	vi	1471837
走势	n	1468987
整个	b	1464565
任何	r	1453592
这样	r	1451380
应该	v	1449775
恒大	nt	1449364
年度	n	1448033
更加	d	1446602
成功	a	1445515
的大	comb	1443759
了一	comb	1439731
采用	v	1438702
并且	c	1438262
然而	c	1436464
反弹	v	1436111
举行	v	1434541
大家	r	1434256
下滑	vi	1433792
不同	a	1432781
方案	n	1432409
的时候	comb	1428864
设计	vn	1428290
央行	j	1423829
的重	comb	1423668
球迷	n	1421310
议案	n	1417577
处于	v	1415355
趋势	n	1414448
世界杯	n	1413659
空间	n	1411887
主场	n	1405963
本基	nrf	1404933
产业	n	1404496
负责人	n	1402619
地区	n	1397758
无法	v	1397041
到了	comb	1394296
对手	n	1390206
因素	n	1387336
符合	v	1386652
功能	n	1385746
最近	t	1383074
建立	v	1381910
创新	v	1377902
制度	n	1377867
利用	v	1374788
更是	d	1372848
确认	v	1364370
份额	n	1364257
比较	d	1359440
受到	v	1358732
确定	v	1354446
大幅	d	1346480
安全	an	1345424
各种	r	1342320
将会	comb	1340290
关系	n	1337687
帮助	v	1337334
开展	v	1334687
取得	v	1334617
之间	f	1326411
股票	n	1318880
今天	t	1317081
成本	n	1314769
接受	v	1314361
依然	d	1312712
日前	t	1312336
全面	ad	1307978
昨天	t	1306444
标准	n	1305077
基金管理人	comb	1299838
网站	n	1299016
韩国	ns	1297325
英国	ns	1296764
具体	a	1292204
有关	vn	1291531
加强	v	1289346
一样	u	1287368
募集资	n	1285568
相对	d	1283096
个人	n	1283047
支付	vn	1282007
专家	n	1281277
的新	comb	1277003
为主	vi	1271757
承诺	v	1271654
累计	v	1270501
积极	ad	1270263
变化	vn	1268219
玩家	n	1267680
的比	comb	1266936
网友	n	1264204
分别为	comb	1263978
措施	n	1262290
阶段	n	1261899
研究	vn	1257179
这次	r	1254041
上升	v	1253397
行为	n	1252502
意见	n	1251233
当然	d	1248576
金融	n	1246332
股价	n	1244295
个月	comb	1243444
资源	n	1240457
时候	n	1236915
最大的	comb	1230067
两人	comb	1226586
过去	t	1221761
状态	n	1221175
附近	f	1221147
而是	c	1213951
联赛	n	1211216
完善	v	1208154
也不	comb	1206524
并没有	comb	1206281
作用	n	1206138
黄金	n	1205843
保证	v	1203240
短期	b	1201232
的最	comb	1198626
如今	t	1195605
扩大	v	1195274
香港	ns	1193259
支撑	v	1192200
经营	vn	1190793
融资	vn	1187677
准备	v	1187387
设备	n	1187300
什么	r	1184614
北京时间	comb	1179045
部门	n	1176884
重点	n	1176574
组织	n	1174070
战略	n	1173607
打造	v	1167704
股份有限公司	nt	1164976
事项	n	1164854
而言	uls	1164822
解决	v	1164407
长期	d	1163789
欧元	n	1161995
观众	n	1161439
调查	vn	1158527
降低	v	1157866
市场的	comb	1156488
渠道	n	1156306
而在	comb	1150570
仍然	d	1150148
尤其是	comb	1146070
后的	comb	1144022
重要	a	1142528
控制	v	1142352
生产	vn	1140287
合计	v	1139995
改善	v	1137894
中国的	comb	1137757
俱乐部	n	1135859
汽车	n	1134765
出台	v	1134013
微博	n	1133970
产生	v	1129949
报告期	nz	1129277
据悉	v	1127886
董事	n	1126903
环境	n	1126453
警方	n	1124616
在中国	comb	1118091
当前	t	1116075
较大	d	1115553
改变	v	1115406
价值	n	1115190
股东大会	nz	1115164
负责	v	1114664
促进	v	1112078
数据显示	comb	1110974
担任	v	1107439
涉及	v	1104478
采取	v	1103191
协议	n	1100785
创业板	nz	1100783
本周	t	1100073
才能	n	1099083
h4	comb	1098116
挑战	vn	1096678
盈利	n	1096293
开发	v	1095339
震荡	v	1095177
国际	n	1087292
同样	d	1087292
世界	n	1086061
中心	n	1085485
一家	n	1084430
美联储	j	1083872
乌克兰	ns	1081025
人士	n	1079798
也将	comb	1078886
过程中	comb	1077070
的第	comb	1072589
规划	n	1071566
最高	a	1071454
传统	n	1070745
数量	n	1070104
决赛	vn	1069863
地方	n	1069851
投入	v	1069312
也在	comb	1069247
h3	comb	1065387
研发	j	1061292
属于	v	1060771
稳定	a	1059788
位于	v	1059175
从而	c	1056026
逐步	d	1053386
一般	a	1053295
深圳	ns	1053006
医院	n	1051923
及其	c	1050964
上半年	t	1050677
消费	vn	1050327
训练	vn	1049821
证监会	j	1049647
个股	n	1048181
苹果	n	1046443
办理	v	1043991
将于	comb	1042367
同意	v	1036199
责任编辑	nnt	1035199
计算	v	1034688
机制	n	1031383
利润	n	1028858
员工	n	1028424
电话	n	1027305
朋友	n	1026831
本赛季	n	1026666
领先	vn	1025251
都有	comb	1024035
预测	v	1023170
应当	v	1022868
采访	v	1022595
平均	a	1022122
条件	n	1021541
进球	n	1020432
每年	r	1018067
利率	n	1017319
销量	n	1015377
分享	v	1015236
综合	vn	1012717
车型	n	1012520
人们	n	1012374
体验	v	1009452
运营	v	1007013
配置	v	1006784
低于	v	1006299
区域	n	1006235
保障	v	1003023
德国	ns	1001095
加大	v	999591
巴西	ns	992316
先生	n	991792
现象	n	989560
据了解	comb	988397
有效	a	987535
转型	vn	986847
团队	n	983583
加快	v	980315
的问题	comb	979419
特别	d	979061
当地	s	978203
更多的	comb	977439
广州	ns	977039
最新	a	975311
就会	comb	974252
最大	gm	974131
升级	vn	974101
如此	r	971508
指标	n	971225
特别是	comb	969864
主要是	comb	968911
对方	n	967724
逐渐	d	965589
发挥	v	964421
债券	n	961019
及时	ad	960800
坚持	v	960608
系列	q	960415
启动	v	958332
考虑	v	957397
共同	d	956815
占比	comb	955727
执行	v	953129
新股	n	950576
设立	v	950193
严重	a	950060
房价	n	950047
广东	ns	949518
也会	comb	947380
公开	ad	945482
费用	n	945441
过程	n	945421
网络	n	944646
范围	n	943065
布局	n	939491
h2	comb	937758
引发	v	937725
告诉记者	comb	934934
完全	ad	933353
然后	c	931583
有些	r	930448
应用	vn	929795
学生	n	928387
做出	v	927759
只要	c	927005
承担	v	926161
历史	n	925224
旗下	d	924701
的投资	comb	924263
工作人员	nnt	923027
亏损	vn	921656
说明	v	920448
都会	nt	919459
结束	v	918852
子公司	n	916616
买入	v	915909
体系	n	915261
腾讯	ntc	914896
一旦	d	914458
面临	v	911292
只能	v	908922
通知	n	908655
是一个	comb	907577
回落	v	907486
我们的	comb	906041
公布的	comb	905716
首先	d	905176
券商	n	903078
强调	v	902988
行动	vn	902699
他说	comb	902637
使得	v	901531
并未	d	900943
觉得	v	900860
看来	v	900015
来源	n	899900
营业收入	comb	899103
用于	v	897526
迅速	ad	896600
安排	v	896325
生活	vn	895938
的发展	comb	895901
似乎	d	895283
以后	f	893405
以下	f	892027
展开	v	891493
操作	v	891459
效果	n	891382
明确	ad	891124
审议	v	888533
申购	v	887257
跌幅	n	886573
m600	comb	886129
微信	n	883013
提前	v	881717
努力	ad	881453
即将	d	881232
当天	t	880612
方向	n	877928
至少	d	876732
处理	v	875212
确保	v	873377
则是	comb	871619
客场	n	871078
评级	v	871077
遭遇	n	870348
官方	n	867603
的影响	comb	867192
可能会	comb	866565
力度	n	866439
让人	comb	864664
同期	f	863962
利益	n	863295
产能	vn	862616
组合	v	861910
成交	v	860883
试点	n	858826
之间的	comb	858702
给予	v	855948
视频	n	855901
社会	n	854828
回应	v	854745
但在	comb	854209
证券	n	853206
独立	v	850505
实际	n	850326
保护	v	849904
助攻	v	849194
男子	n	849094
开放	v	847131
规范	v	846028
策略	n	845969
如下	vi	843406
的情况	comb	843165
新增	v	840664
快速	d	840189
交易日	n	839822
运行	vn	839548
满足	v	838859
股市	n	838388
电商	nz	830697
都在	comb	830102
推荐	v	830026
全新	b	827777
主帅	n	827282
再度	d	826869
明年	t	825388
当年	t	823466
至今	d	822884
办法	n	822534
欧洲	ns	822017
加入	v	821998
一定	d	818950
排名	v	818810
还要	v	818189
有的	r	817834
实力	n	817751
另一方面	c	817531
力量	n	814787
他们的	comb	814777
的话	udh	814354
时代	n	814108
是在	comb	813729
有所	v	812723
还在	comb	812696
房地产	j	811661
概念	n	811464
出席	v	805909
的小	comb	805476
分析师	nnt	805218
基金合同	comb	804861
高达	v	804549
合同	n	804173
落实	v	803794
本期	r	801691
贷款	n	801196
火箭	n	801176
董事长	n	799540
情况下	comb	798108
全年	n	796625
纷纷	d	796268
较为	d	795716
实际上	d	793196
位置	n	791162
材料	n	789239
成立	v	788995
该公司	comb	788445
判断	v	788305
真正	d	787463
终于	d	785743
平方米	q	785712
联合	v	784778
下午	t	784640
动力	n	784188
每天	r	782262
事实上	l	782190
总经理	n	781832
近年来	l	779514
的上	comb	779096
上周	t	779000
他在	comb	778907
责任	n	777657
健康	a	777049
统计	v	775883
结构	n	775187
竞争	vn	774582
主力	n	774416
资本	n	773354
以下简称	comb	773159
但这	comb	771854
核心	n	771539
选手	n	769713
整合	v	769015
加上	v	768857
评估	vn	768378
成绩	n	766917
那些	r	766234
还将	comb	764227
损失	n	763195
小时	n	762606
还可以	nt	762594
之外	f	762573
民警	n	762524
限制	v	758584
一是	comb	758010
土地	n	756655
几乎	d	756615
一季度	nz	753894
节目	n	752178
重新	d	752072
科技	n	751709
享受	v	751323
程度	n	751169
呈现	v	751005
市民	n	750534
接近	v	749574
相信	v	749405
感觉	n	749195
经验	n	747800
曾经	d	746538
恢复	v	746192
浙江	ns	746127
刺激	v	745406
流动性	n	745310
程序	n	745050
方法	n	744699
资料	n	744242
们的	comb	743944
环比	nz	743546
基于	p	743489
业内人士	n	742590
基金托管人	comb	742499
而这	comb	742376
个百分点	comb	740807
足球	n	740307
飞机	n	739965
可能性	n	739037
季度	n	738795
看好	v	738722
c1	comb	738263
了解	v	737288
增强	v	737168
担心	v	736431
生猪	n	736286
冲击	vn	736154
当日	t	735520
这位	r	735408
对公	vn	735123
专业	n	734253
的有	comb	734197
进口	vn	733361
学校	n	732616
离开	v	728373
独立董事	comb	728141
正是	v	727794
企业的	comb	727735
进攻	vn	727720
出口	vn	727414
的方式	comb	726466
鼓励	v	725887
中央	n	725181
结合	v	724744
状况	n	724429
主动	ad	723607
基础	n	723222
商品	n	722997
利好	a	722958
批准	v	722665
贡献	n	722574
中新网	nz	722503
拿到	v	721640
增持	nw	719961
防守	vn	719416
天津	ns	718927
起来	v	718848
重组	vn	717313
二、	comb	717073
电影	n	714577
大会	n	714080
表决	v	713830
意味着	v	713687
履行	v	713618
皇马	n	713129
距离	n	711165
后来	t	710563
公里	q	708804
尚未	d	708524
难以	d	708431
观点	n	706568
的实	comb	705593
工程	n	703912
和中	nt	703469
和中	nw	703469
制定	v	703202
亚洲	ns	702497
普遍	ad	701436
好的	nt	701266
李娜	nr	701257
实行	v	699684
带来的	comb	699104
环节	n	698397
发动机	n	698313
的时间	comb	697670
能否	v	697615
二是	comb	697475
这也	comb	697387
作者	n	697194
联系	v	696747
不足	a	696350
的同时	comb	696263
告诉	v	695217
台湾	ns	694494
具备	v	694442
总额	n	694275
重庆	ns	693885
能源	n	693562
基地	n	693461
法国	ns	693102
任务	n	691339
并在	comb	691170
账户	n	691162
期待	v	691052
教练	n	689704
图片	n	688995
大的	comb	687636
或许	d	687164
产品的	comb	686351
内部	f	686203
表明	v	684580
速度	n	684519
曝光	v	684402
对象	n	683963
明星	n	683882
格局	n	683781
儿子	n	683351
印度	ns	682769
每个	r	682447
环保	j	681178
来到	v	680480
不到	v	680257
本人	r	680097
配套	a	679625
小幅	b	679358
证券投资基金	comb	678327
提醒	v	678197
自身	r	677673
并不是	comb	676434
加盟	v	675474
举办	v	673131
上午	t	672881
这也是	comb	672199
岁的	comb	671726
很大	d	671034
推广	v	670680
文化	n	670662
主席	n	670320
即使	c	669847
凭借	p	669731
确实	ad	669409
夺冠	v	669258
文章	n	669063
一度	d	667239
并非	v	665437
讨论	v	665280
动作	n	664980
我的	nt	664336
提供了	comb	663461
先后	d	663086
质量	n	662771
供应	vn	662755
有限	a	662453
比赛中	comb	661175
集中	v	659730
官员	n	659335
文件	n	658250
为什么	r	657861
规则	n	656878
等方面	comb	656808
就在	comb	656718
梅西	nrf	655967
来的	comb	655162
归属于	l	654308
湖人	nw	653753
区间	n	653596
回升	v	653457
案件	n	652225
的情况下	comb	652003
家庭	n	651903
大型	b	651720
各地	r	650797
网上	s	649806
拓展	v	649306
找到	v	648896
大盘	n	648190
延续	v	648180
不存在	comb	648154
资本市场	comb	647826
巴萨	nrf	647631
关键	n	647429
强势	n	646196
前期	f	645435
的一个	comb	644391
在接受	comb	644278
各类	r	643975
有了	comb	643348
迎来	v	643058
女性	n	642839
当中	f	642633
万人	comb	641967
刚刚	d	641426
补贴	n	639889
优惠	vn	639799
的规定	comb	639732
关联交易	comb	639506
交流	vn	639242
退出	v	638778
很快	d	638660
父母	n	638435
住房	n	638430
从事	v	638160
品种	n	637075
激励	v	633716
制造	v	633528
作出	v	633262
身体	n	632976
晚间	t	632930
就业	v	632366
三大	comb	631956
不得	vi	631658
知道	v	631588
很难	comb	631545
受伤	v	631502
收到	v	630873
江苏	ns	630048
领域的	comb	629896
出现了	comb	629543
吸引	v	628898
无论是	c	628522
发展的	comb	627970
缺乏	v	626306
山东	ns	625328
有利于	v	624341
教育	vn	624255
移动	vn	622683
暂停	v	622324
引起	v	621215
获悉	v	621058
金价	n	620143
我们认为	comb	619440
毛利率	n	619163
加速	v	618801
有着	v	618519
首发	v	618358
避免	v	617261
突然	ad	617110
持股	vi	617105
不要	d	616788
共有	v	616447
接下来	l	616017
相关的	comb	615957
合理	a	615342
游客	n	614546
热火	a	613868
食品	n	613462
债务	n	613018
显然	a	612528
合约	n	611743
原则	n	611307
人的	comb	610811
喜欢	v	610651
并购	v	609934
一定的	comb	609674
不超过	comb	609566
但他	comb	609077
统一	vn	609013
装备	n	608389
大部分	n	608093
目前的	comb	607891
最低	a	607838
曼联	n	607612
会有	comb	607090
支出	n	606268
这场	r	605926
赛后	t	605886
立即	d	605689
年初	t	604723
于是	c	604081
一方面	c	602267
中国证监会	n	601517
审批	v	601132
巨大	a	600459
车辆	n	600019
库存	n	599933
在北京	comb	599800
成了	comb	599302
居民	n	599219
审核	v	598903
总体	n	596570
提交	v	596319
构成	v	596269
就能	comb	596156
补充	v	595082
将是	comb	595013
下半年	t	594946
事情	n	594742
在于	v	594712
自贸区	nz	594503
导演	n	594403
成员	n	593946
亮相	v	593137
波动	vn	592782
维护	v	592764
例如	v	592378
已有	v	591908
应对	v	591234
海外	s	591172
杭州	ns	590958
角度	n	590705
配合	v	590095
也没有	comb	589474
互联网金融	comb	589337
与此同时	c	589184
的这	comb	588914
对阵	v	588527
经历	n	588081
经常	d	587046
较高	comb	586431
更为	d	586417
局面	n	585861
的工作	comb	585856
至于	p	585696
成长	v	585595
财产	n	585035
收盘	v	584999
不再	d	584990
做好	v	584457
前往	v	583718
态势	n	583111
高于	v	583100
收益率	n	582909
楼市	n	582710
地产	n	582584
这款	r	582571
场比赛	comb	581129
背景下	comb	581084
的价格	comb	581084
澳大利亚	ns	581007
质疑	v	580283
测试	vn	579312
出场	v	578692
科比	nrf	578210
涉嫌	v	577656
即可	v	577050
监事	n	576801
保险	n	576734
订单	n	576274
发行人	n	575947
审议通过	comb	575926
释放	v	575366
沟通	v	574503
乘客	n	574439
信息披露	comb	574421
将有	comb	573664
旅游	vn	573577
提示	v	573569
签署	v	573449
依旧	z	573227
信心	n	573217
身上	s	573111
前的	comb	573035
越来越	d	572045
基金份额持有人	comb	571948
发布会	n	571594
变动	vn	570988
你的	nt	570705
凌晨	t	570565
在一	comb	570402
有人	r	570201
与中	comb	570014
学习	v	568183
律师	n	567987
商业	n	567675
内的	comb	567512
搜狐	nz	566962
扩张	v	566904
米兰	ns	566857
强化	v	566573
往往	d	566409
搭配	v	566140
在上	comb	565957
自然	d	564422
下行	v	564310
意大利	ns	564060
货币政策	nz	563590
运动	n	563025
老人	n	562845
认购	v	561306
詹姆斯	nrf	561112
反映	v	560925
声明	n	560840
检查	vn	560328
各项	r	560137
困难	an	559862
击败	v	559683
类似	v	559649
很多人	comb	559576
容易	a	559483
的两	comb	558848
编辑	n	558687
法律	n	558529
反对	v	557993
年底	t	557717
她的	comb	556620
优化	v	555851
地方政府	comb	555732
态度	n	555326
三星	ntc	553596
运作	vn	553491
怎么	r	553440
等等	u	552499
中国队	nt	552293
未能	v	552171
电视	n	551898
尝试	v	551774
幅度	n	551066
理财	v	550410
同时也	comb	550095
习近平	nr	549254
联盟	n	549038
取消	v	548853
免费	v	548843
依据	n	548610
i3	comb	548555
名称	n	548474
名单	n	548108
还没有	comb	547392
予以	v	546831
寻找	v	546599
开发商	n	546454
新疆	ns	546453
签订	v	546156
减持	nz	544994
酒店	n	544992
宣传	vn	544553
探索	v	544196
或将	comb	544050
女子	n	544043
覆盖	v	543863
四川	ns	543746
充分	ad	543416
这里	r	543174
就可以	comb	542940
登记	v	542306
领导	n	541976
依法	d	541811
年报	n	541554
纳入	v	541490
回到	v	541260
现在的	comb	540743
就有	comb	539035
它的	comb	538730
本报记者	nz	538489
的成	comb	537993
日内	comb	537908
软件	n	537680
相当	d	537105
三季度	nz	536872
无论	c	536691
基金份额	comb	536190
时表	nw	536114
专项	b	536086
业务的	comb	535907
持有的	comb	535488
赛事	n	535233
授权	v	535191
正常	a	534304
以前	f	533926
医生	n	533401
女儿	n	533152
还会	comb	533110
身份	n	532948
但我	comb	532871
允许	v	532516
本届	r	532331
形象	n	531663
手段	n	531454
监督	vn	530704
煤炭	n	530332
也可以	comb	530310
效率	n	529752
现有	v	529525
回归	v	529132
市值	n	528857
外援	n	528652
营收	nw	528541
得分	n	528496
我觉得	comb	528444
解释	v	528075
陆续	d	527678
出售	v	526981
在国	comb	526352
了这	comb	525903
制造业	n	525154
和国	nr	524281
和国	nw	524281
仍有	comb	523958
缓解	v	522498
日在	comb	522419
达成	v	522388
人数	n	521590
设置	v	521123
采购	vn	520859
余额	n	520644
食物	n	520490
的数据	comb	520447
形式	n	520403
成都	ns	519783
等地	comb	519748
风格	n	519675
认定	v	519294
晋级	v	518793
不同的	comb	518734
运营商	nz	518703
是一	comb	518615
顺利	ad	517832
民币	nw	517803
群众	n	517182
货币	n	516912
篮板	n	516630
法院	n	516268
谨慎	a	516256
简称	v	516154
粉丝	n	516130
母公司	n	515890
分钟	q	515787
委员会	n	515557
想要	v	515228
谈判	vn	514924
都不	comb	514833
证明	v	514281
评价	v	513846
增幅	n	513701
年内	t	513481
不大	d	512909
提供的	comb	512713
总数	n	511519
对中国	comb	511465
转让	v	510692
注意	v	510687
出来	v	510657
简单	a	510034
养老	vn	509020
真的	d	508882
南京	ns	508488
朝鲜	ns	508024
暂时	d	507930
特点	n	507900
有可能	comb	507329
合并	v	506864
治理	v	506829
证券营业部	comb	506774
对应	v	506625
中超	nw	506284
之中	f	505861
毕竟	d	505843
低迷	v	505767
农民	n	505521
危机	n	504985
广告	n	504363
互动	v	504060
考虑到	comb	503814
房企	comb	503647
面积	n	502865
厂商	n	501393
金融机构	nz	501353
部署	v	501237
今后	t	500587
两市	comb	500371
日期	n	500212
前景	n	500164
的消息	comb	500076
市场化	v	499902
定价	vn	499801
围绕	v	499785
股指	n	499769
的老	comb	499475
募集	v	499255
处置	v	499189
周四	t	499002
体育	n	498783
新华网	nz	498626
西班牙	ns	498025
获取	v	497968
角色	n	497871
此后	t	497756
开启	v	497584
背后	f	497500
产业链	n	495452
对其	comb	495314
情绪	n	494710
最好的	comb	494680
也很	comb	494319
的信	comb	493914
带动	v	493906
资产重组	nz	493087
赎回	v	492496
周期	n	492453
更有	comb	492055
直到	v	491922
同比下降	comb	491855
进展	vn	491609
在新	comb	491560
计提	nz	491177
分红	n	491134
的要求	comb	490791
紧张	a	490142
仍在	comb	490065
将其	comb	489877
放缓	v	489836
本身	r	489646
天然气	n	489337
优先股	nz	489227
在内的	comb	489048
胜利	vn	488931
咨询	vn	488779
患者	n	488678
主题	n	487681
事故	n	487103
估计	v	487036
主体	n	486636
售价	n	486540
增加了	comb	486412
拜仁	n	486247
严格	ad	486146
早在	t	486096
扫描	v	486091
控股股东	comb	485977
发放	v	485549
他还	comb	485541
年轻	a	484113
邀请	v	484013
精神	n	483830
也要	comb	483772
争夺	v	483752
一定要	comb	483697
基金经理	comb	483544
掌握	v	483450
的原因	comb	483269
社区	n	483264
接到	v	482857
鲁能	nz	482753
法定代表人	comb	482728
周二	t	482539
未来的	comb	482462
公司股票	nz	482312
微软	ntc	482160
持平	v	482083
调控	vn	481296
评论	n	481082
在今年	comb	480939
违规	vn	480458
高度	d	480442
引进	v	480121
引导	v	479943
标的	n	479849
小组	n	479260
遇到	v	479213
获得了	comb	479006
详细	a	478718
控股	v	478543
为此	bl	477699
争议	vn	477457
损益	n	477437
在这	comb	477274
约为	comb	477092
东西	n	476747
鸡蛋	n	476457
国务院	nt	476389
队员	n	476357
轻松	a	476342
上演	v	476197
愿意	v	475974
专门	d	475959
武汉	ns	475406
战胜	v	475364
拒绝	v	475357
巨大的	comb	475285
中国经济	comb	475267
复苏	v	475182
智能	n	474617
出具	v	474240
智能手机	nz	474054
陷入	v	473958
规定的	comb	473387
涨停	nz	472929
国家队	n	472678
妻子	n	472387
主任	n	472076
及其他	comb	471748
经销商	n	471740
它们	r	471592
安倍	nr	471353
成交量	n	470978
率先	d	470843
越南	ns	470743
时尚	n	470468
基本面	n	469977
等待	v	469763
监事会	n	469441
美国的	comb	468782
处罚	vn	468570
老师	n	468517
临时股东大会	comb	468236
朋友圈	nz	468089
京东	ns	467561
的手	comb	467529
和其他	comb	467466
变得	vi	467284
外界	n	467245
短线	b	466891
公斤	q	466266
当期	nw	466102
两国	mq	465694
阿里	ns	465467
预案	n	465448
做了	comb	465152
报价	n	464991
思路	n	464577
重要的	comb	464405
多少	r	464378
注册资本	nz	464268
有限责任公司	nt	464035
治疗	v	464012
各方	r	463922
贸易	vn	463503
时期	n	463451
的机会	comb	463396
工具	n	463347
亚冠	nz	463307
提到	v	463179
主要原因	comb	462758
改造	vn	462393
卖出	v	462328
流量	n	461969
欧盟	j	461792
